研討會日期,Table Names-1,1976,1975,1974,1973,1972,出版日期,1971,1970,1979,1978,期,1977,DOI,作者,1990,2001,2000,研討會標題,1987,1986,1985,1984,1983,1982,1981,1980,每年平均次數,1989,1988,特刊,終止頁,書籍編輯者,2012,2011,2010,Table Names,2009,1954,1998,1953,1997,2008,2007,1952,1996,1951,1995,2006,起始頁,子輯,2005,1950,1994,2004,1993,1992,2003,2002,1991,1959,1958,1957,F92,1956,標題,1955,1999,引用總次數,出版年份,1965,2019,1964,1963,2018,2017,1962,編輯者,1961,2016,1960,2015,2014,來源出版品標題,2013,卷,文獻號碼,補充,1969,1968,公司作者,1967,1966
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,SEP 2016,0,0,0,0,,0,10.1016/j.omega.2015.10.013,"Schwarz, Justus Arne; Selinka, Gregor; Stolletz, Raik",0,0,0,,0,0,0,0,0,0,0,0,5,0,0,,189,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,170,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Performance analysis of time-dependent queueing systems: Survey and classification,0,0,20,2016,0,5,0,0,6,6,0,,0,3,0,0,0,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,0,63,,,0,0,,0,0
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,JUN 2016,0,0,0,0,,0,10.1016/j.omega.2015.07.012,"Bouslah, B.; Gharbi, A.; Pellerin, R.",0,0,0,,0,0,0,0,0,0,0,0,5,0,0,,126,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,110,,0,0,0,0,0,0,0,0,0,0,0,0,,0,"Integrated production, sampling quality control and maintenance of deteriorating production systems with AOQL constraint",0,0,20,2016,0,4,0,0,9,6,0,,0,1,0,0,0,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,0,61,,,0,0,,0,0
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,JAN 2016,0,0,0,0,,0,10.1016/j.omega.2015.04.006,"Cacchiani, Valentina; Furini, Fabio; Kidd, Martin Philip",0,0,0,,0,0,0,0,0,0,0,0,5,0,0,,110,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,97,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Approaches to a real-world Train Timetabling Problem in a railway node,0,0,20,2016,0,3,0,0,7,8,0,,0,2,0,0,0,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,0,58,,,0,0,,0,0
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,SEP 2014,0,0,0,0,,0,10.1016/j.omega.2014.03.006,"Ishizaka, Alessio; Nemery, Philippe",0,0,0,,0,0,0,0,0,0,0,0,3.33,0,0,,59,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,45,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Assigning machines to incomparable maintenance strategies with ELECTRE-SORT,0,0,20,2014,0,0,0,0,4,7,0,,0,6,0,3,0,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,0,47,,,0,0,,0,0
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,DEC 2010,0,0,0,0,6,0,10.1016/j.omega.2009.10.007,"Chen, Liang-Hsuan; Chen, Ying-Che",0,0,0,,0,0,0,0,0,0,0,0,2,0,0,,439,,4,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,431,,0,0,0,0,0,0,0,0,0,0,0,0,,0,A multiple-item budget-constraint newsboy problem with a reservation policy,0,0,20,2010,0,1,0,0,2,1,0,,0,1,0,0,5,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,4,38,,,0,0,,0,0
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,OCT 2010,0,0,0,0,5,0,10.1016/j.omega.2009.11.001,"Gutierrez, P. A.; Segovia-Vargas, M. J.; Salcedo-Sanz, S.; Hervas-Martinez, C.; Sanchis, A.; Portilla-Figueras, J. A.; Fernandez-Navarro, F.",0,0,0,,0,0,0,0,0,0,0,0,2,0,0,SI,344,,2,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,333,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Hybridizing logistic regression with product unit and RBF networks for accurate detection and prediction of banking crises,0,0,20,2010,0,0,0,0,5,3,0,,0,5,0,2,1,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,1,38,,,0,0,,0,0
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,APR 2009,0,0,0,0,2,0,10.1016/j.omega.2007.04.001,"Bichescu, Bogdan C.; Fry, Michael J.",0,0,0,,0,0,0,0,0,0,0,0,1.82,0,0,,379,,2,4,1,,4,0,0,0,0,0,0,0,0,0,0,0,358,,0,0,0,0,0,0,0,0,0,0,0,0,,0,A numerical analysis of supply chain performance under split decision rights,0,0,20,2009,0,0,0,0,1,1,0,,0,3,0,1,1,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2,37,,,0,0,,0,0
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,DEC 2006,0,0,0,0,6,0,10.1016/j.omega.2005.01.015,"Bayindir, ZP; Dekker, R; Porras, E",0,0,0,,0,0,0,0,0,0,0,0,1.43,0,0,,584,,3,3,1,,2,0,0,0,0,2,0,0,0,0,0,0,571,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Determination of recovery effort for a probabilistic recovery system under various inventory control policies,0,0,20,2006,0,0,0,0,2,1,0,,0,0,0,2,4,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,0,34,,,0,0,,0,0
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,JUN 2016,0,0,0,0,,0,10.1016/j.omega.2015.07.005,"Despotis, Dimitris K.; Sotiros, Dimitris; Koronakos, Gregory",0,0,0,,0,0,0,0,0,0,0,0,4.75,0,0,,48,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,35,,0,0,0,0,0,0,0,0,0,0,0,0,,0,A network DEA approach for series multi-stage processes,0,0,19,2016,0,4,0,0,7,5,0,,0,3,0,0,0,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,0,61,,,0,0,,0,0
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,DEC 2015,0,0,0,0,,0,10.1016/j.omega.2015.04.011,"Wu, Desheng; Olson, David L.; Dolgui, Alexandre",0,0,0,,0,0,0,0,0,0,0,0,3.8,0,0,SI,4,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0,,0,Decision making in enterprise risk management: A review and introduction to special issue,0,0,19,2015,0,2,0,0,2,11,0,,0,4,0,0,0,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,0,57,,,0,0,,0,0
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,DEC 2014,0,0,0,0,,0,10.1016/j.omega.2014.05.008,"Gao, Deng; Zhao, Xiaobo; Geng, Wei",0,0,0,,0,0,0,0,0,0,0,0,3.17,0,0,,68,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,60,,0,0,0,0,0,0,0,0,0,0,0,0,,0,A delay-in-payment contract for Pareto improvement of a supply chain with stochastic demand,0,0,19,2014,0,4,0,0,1,7,0,,0,4,0,3,0,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,0,49,,,0,0,,0,0
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,OCT 2014,0,0,0,0,,0,10.1016/j.omega.2014.04.001,"Wei, Guiwu; Chen, Jian; Wang, Jiamin",0,0,0,,0,0,0,0,0,0,0,0,3.17,0,0,,9,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Stochastic efficiency analysis with a reliability consideration,0,0,19,2014,0,2,0,0,3,8,0,,0,3,0,3,0,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,0,48,,,0,0,,0,0
,savedrecsOmegaRef501-1000.xls/savedrecs,0,0,0,0,0,JUL 2014,0,0,0,0,,0,10.1016/j.omega.2014.02.003,"Smet, Pieter; Wauters, Tony; Mihaylov, Mihail; Vanden Berghe, Greet",0,0,0,,0,0,0,0,0,0,0,0,3.17,0,0,,73,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,64,,0,0,0,0,0,0,0,0,0,0,0,0,,0,The shift minimisation personnel task scheduling problem: A new hybrid approach and computational insights,0,0,19,2014,0,3,0,0,7,5,0,,0,2,0,2,0,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,0,46,,,0,0,,0,0
